id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,67.5,no_of_special_requests,booking_status
7375,2,0,1,1,2,0,0,114,2018,10,1,0,0,0,0,90.0,1,0
7376,2,0,0,3,0,0,0,88,2018,5,3,0,0,0,0,123.3,1,0
7377,2,0,0,3,0,0,0,128,2018,8,11,1,0,0,0,100.0,1,1
7378,2,0,0,2,0,0,0,180,2018,5,2,0,0,0,0,85.0,1,1
7379,2,0,0,3,0,0,0,41,2018,10,25,0,0,0,0,112.0,0,1
7380,2,0,2,3,2,0,0,36,2017,10,13,0,0,0,0,100.0,0,0
7381,2,0,1,3,0,0,0,285,2018,10,17,0,0,0,0,85.0,0,1
7382,1,0,0,1,0,0,0,30,2018,3,18,0,0,0,0,99.45,0,0
7383,2,0,2,3,0,0,1,120,2018,4,29,1,0,0,0,90.95,0,1
7384,2,0,2,5,0,0,0,222,2018,8,28,1,0,0,0,112.0,2,0
7385,2,0,1,3,0,0,0,44,2018,11,18,0,0,0,0,123.82,0,1
7386,3,0,1,3,0,0,1,0,2018,8,23,1,0,0,0,119.0,1,0
7387,2,0,0,4,0,0,0,228,2018,10,5,1,0,0,0,89.3,0,1
7388,2,0,0,2,0,1,1,8,2018,1,26,1,0,0,0,97.0,0,0
7389,2,0,1,3,0,0,1,122,2018,6,30,0,0,0,0,72.25,2,0
7390,2,0,2,3,0,0,0,111,2018,7,24,1,0,0,0,120.34,2,0
7391,2,0,2,3,0,0,1,228,2018,4,24,1,0,0,0,134.1,2,0
7392,2,0,4,9,0,0,0,107,2018,9,19,1,0,0,0,130.94,0,1
7393,2,0,1,5,0,0,1,26,2018,5,30,1,0,0,0,78.96,0,1
7394,2,0,1,3,0,0,1,163,2018,8,22,1,0,0,0,155.7,0,0
7395,3,0,2,1,0,1,1,144,2018,7,23,1,0,0,0,90.9,0,0
7396,2,0,0,4,0,0,0,214,2018,8,16,1,0,0,0,122.04,1,1
7397,2,1,2,5,0,0,0,151,2018,8,19,1,0,0,0,76.5,1,1
7398,2,0,2,1,0,0,0,110,2017,7,25,1,0,0,0,80.75,1,1
7399,2,0,0,3,0,0,0,104,2018,5,3,0,0,0,0,79.8,0,0
7400,0,2,2,2,0,0,2,35,2018,3,17,1,0,0,0,198.9,0,1
7401,2,2,1,3,0,0,3,111,2018,8,22,1,0,0,0,94.5,0,1
7402,2,0,2,3,1,0,0,164,2018,7,3,1,0,0,0,75.0,1,0
7403,2,0,0,3,0,0,0,51,2018,11,16,0,0,0,0,72.25,1,0
7404,2,0,1,3,0,0,0,65,2017,10,26,0,0,0,0,67.0,0,0
7405,1,0,0,1,0,0,0,289,2017,11,17,0,0,0,0,101.52,0,0
7406,2,0,0,4,2,0,0,92,2017,10,30,0,0,0,0,88.4,0,0
7407,2,0,2,4,0,0,0,116,2018,12,22,1,0,0,0,95.69,2,0
7408,2,0,0,5,1,0,0,161,2018,7,15,1,0,0,0,143.1,2,1
7409,2,0,0,2,1,0,0,220,2018,9,15,1,0,0,0,72.25,1,1
7410,2,0,0,4,1,0,0,109,2018,4,26,1,0,0,0,65.0,0,1
7411,1,0,0,2,0,0,0,6,2017,10,20,2,1,0,1,72.25,0,0
7412,2,0,2,3,0,0,0,87,2018,7,10,0,0,0,0,78.0,0,0
7413,2,0,0,3,0,0,0,268,2018,4,9,0,0,0,0,126.9,0,0
7414,2,0,0,2,0,0,0,119,2018,6,15,1,0,0,0,99.0,0,1
7415,2,0,0,3,0,0,0,98,2018,11,3,1,0,0,0,0.0,1,0
7416,2,0,0,1,0,0,5,15,2017,12,22,4,0,0,0,177.0,1,0
7417,3,0,0,1,0,1,1,13,2018,6,7,1,0,0,0,90.9,2,0
7418,2,0,0,1,0,0,0,178,2018,10,26,1,0,0,0,89.25,1,0
7419,2,0,2,4,1,0,0,186,2018,8,28,1,0,0,0,100.0,0,1
7420,2,0,1,2,0,0,0,280,2018,9,19,0,0,0,0,190.8,0,1
7421,1,2,2,2,0,0,3,113,2018,10,16,1,0,0,0,76.5,2,0
7422,2,0,0,1,0,0,0,109,2017,8,22,0,0,0,0,105.3,0,0
7423,2,0,0,1,0,0,0,124,2018,7,8,1,0,0,0,119.85,1,0
7424,2,0,2,2,0,0,0,119,2018,6,2,1,0,0,0,108.0,1,0
7425,1,0,0,4,0,0,1,1,2018,2,27,1,0,0,0,65.0,1,0
7426,2,0,0,1,0,0,0,6,2017,7,1,0,0,0,0,86.0,0,1
7427,1,0,1,2,0,0,0,4,2018,2,8,0,0,0,0,89.25,0,0
7428,2,0,2,6,0,0,0,249,2018,10,14,1,0,0,0,106.0,0,1
7429,1,0,1,2,0,0,4,150,2018,1,25,2,0,0,0,75.0,0,0
7430,2,0,0,3,0,0,1,75,2018,11,17,0,0,0,0,106.2,0,0
7431,2,0,0,3,0,0,0,172,2018,11,3,1,0,0,0,114.0,1,1
7432,2,0,0,3,2,0,0,104,2017,10,6,1,0,0,0,80.75,0,1
7433,2,0,2,3,0,0,0,71,2018,5,18,0,0,0,0,112.2,0,0
7434,2,0,1,2,2,0,0,88,2017,10,5,0,0,0,0,153.8,1,1
7435,2,1,2,2,0,0,0,34,2018,6,19,1,0,0,0,121.37,0,0
7436,2,0,2,5,0,0,1,106,2018,7,7,1,0,0,0,90.0,0,1
7437,2,0,1,2,0,0,0,233,2018,10,14,0,0,0,0,113.0,0,0
7438,2,0,2,2,2,0,0,41,2017,9,4,0,0,0,0,76.5,2,0
7439,2,0,0,1,0,0,0,31,2017,8,15,0,0,0,0,65.0,0,0
7440,1,0,0,1,0,0,0,6,2017,12,17,2,1,2,10,99.45,0,0
7441,2,0,0,3,0,0,1,240,2018,8,19,1,0,0,0,65.0,0,1
7442,2,0,0,1,0,0,0,39,2018,12,27,0,0,0,0,127.8,1,0
7443,2,0,1,4,0,0,1,109,2018,8,8,1,0,0,0,85.0,1,0
7444,1,0,0,2,0,0,0,257,2017,7,1,0,0,0,0,156.6,0,0
7445,2,2,1,2,0,0,3,36,2017,10,19,1,0,0,0,93.36,0,0
7446,3,0,2,5,0,0,0,246,2018,12,27,1,0,0,0,67.0,1,0
7447,1,0,0,1,0,1,0,2,2018,3,24,2,1,0,1,80.75,0,0
7448,2,0,1,3,1,0,0,214,2018,9,29,1,0,0,0,100.0,1,1
7449,2,0,2,4,0,0,0,113,2018,7,23,2,0,0,0,65.0,0,1
7450,1,0,0,1,0,0,0,7,2018,6,14,2,1,0,4,62.83,0,0
7451,2,0,1,5,1,0,0,11,2018,1,22,1,0,0,0,94.5,1,0
7452,2,0,2,0,1,0,0,156,2018,8,21,1,0,0,0,58.0,0,1
7453,2,0,1,2,0,0,0,17,2017,9,26,0,0,0,0,75.27,0,0
7454,2,0,0,3,1,0,0,157,2018,7,3,1,0,0,0,124.46,0,1
7455,2,0,2,5,0,0,1,182,2018,9,28,1,0,0,0,121.21,0,1
7456,3,0,2,3,0,0,1,113,2018,8,24,1,0,0,0,79.2,0,0
7457,2,0,1,2,1,0,0,185,2018,10,16,1,0,0,0,101.5,0,1
7458,2,0,0,2,2,0,0,68,2017,9,29,0,0,0,0,65.49,0,0
7459,2,1,1,3,0,0,0,173,2018,7,11,1,0,0,0,131.4,1,0
7460,3,0,2,0,0,0,1,36,2018,4,3,1,0,0,0,72.76,0,1
7461,2,1,2,2,1,0,0,188,2018,10,22,0,0,0,0,154.0,1,0
7462,2,0,1,3,0,0,1,25,2018,9,5,1,0,0,0,144.0,3,0
7463,3,0,0,2,0,0,1,53,2018,11,5,1,0,0,0,120.0,1,0
7464,1,0,0,3,0,0,0,71,2018,6,16,0,0,0,0,128.49,0,1
7465,0,2,2,4,0,0,2,23,2018,5,8,1,0,0,0,129.0,1,1
7466,2,1,1,2,1,0,0,9,2018,4,15,1,0,0,0,87.0,1,0
7467,1,0,0,1,2,0,0,55,2018,7,6,0,0,0,0,165.15,0,0
7468,2,2,0,1,2,0,0,184,2018,8,27,1,0,0,0,81.25,1,1
7469,2,0,1,1,0,0,2,156,2018,7,8,0,0,0,0,151.2,0,0
7470,3,0,2,1,0,0,1,80,2018,10,16,1,0,0,0,65.45,1,0
7471,2,0,1,2,0,0,0,80,2017,11,23,1,0,0,0,146.7,2,0
7472,3,0,0,2,0,0,1,64,2018,7,26,1,0,0,0,145.0,3,0
7473,2,1,0,2,0,0,0,23,2018,8,21,1,0,0,0,76.97,2,0
7474,2,0,0,4,0,0,0,112,2018,8,24,1,0,0,0,94.5,0,1
7475,2,0,1,1,2,0,0,96,2017,7,11,0,0,0,0,121.5,0,1
7476,1,0,0,3,0,0,0,133,2018,6,12,1,0,0,0,162.0,0,1
7477,2,2,0,3,0,0,3,1,2018,1,20,1,0,0,0,104.85,2,0
7478,2,0,0,3,0,0,0,116,2018,10,14,1,0,0,0,96.3,1,0
7479,2,0,1,2,0,0,0,215,2018,8,8,1,0,0,0,55.63,1,0
7480,2,0,2,2,0,0,0,107,2017,12,26,1,0,0,0,121.5,0,0
7481,2,1,0,2,0,0,0,68,2018,5,13,1,0,0,0,1.0,0,1
7482,1,0,2,1,2,0,0,23,2018,1,2,1,0,0,0,100.3,0,0
7483,2,0,2,3,1,0,0,265,2018,10,9,1,0,0,0,68.0,1,1
7484,2,0,2,3,0,0,0,53,2018,11,19,0,0,0,0,132.18,0,0
7485,3,0,2,5,0,0,1,194,2018,8,19,1,0,0,0,110.08,1,1
7486,2,0,1,3,0,0,1,105,2018,5,27,1,0,0,0,159.3,1,0
7487,3,0,2,2,0,0,1,61,2018,6,15,1,0,0,0,93.3,0,0
7488,2,0,2,5,0,0,0,228,2018,10,29,1,0,0,0,149.4,1,1
7489,2,0,2,2,0,0,1,56,2018,9,16,1,0,0,0,88.5,0,1
7490,2,0,0,3,1,0,0,157,2018,12,8,1,0,0,0,90.95,0,0
7491,2,0,2,5,0,0,0,256,2018,10,13,1,0,0,0,80.1,1,0
7492,2,0,1,1,1,0,0,160,2018,10,29,1,0,0,0,96.3,0,1
7493,2,0,2,1,0,0,1,141,2018,5,22,0,0,0,0,104.25,0,0
7494,2,0,2,0,0,0,2,21,2017,12,13,1,0,0,0,110.99,1,0
7495,2,1,2,4,0,0,1,69,2018,4,30,1,0,0,0,99.45,2,0
7496,2,0,0,4,1,0,0,122,2018,5,12,1,0,0,0,105.3,0,1
7497,2,0,0,2,0,0,1,187,2018,8,20,1,0,0,0,177.3,1,1
7498,2,2,0,3,0,0,3,84,2018,7,27,1,0,0,0,70.0,0,0
7499,2,0,0,1,0,0,0,37,2018,10,16,0,0,0,0,80.1,0,0
7500,2,0,0,3,1,0,0,103,2018,10,31,1,0,0,0,95.88,0,0
7501,2,0,1,3,0,0,0,103,2018,5,5,1,0,0,0,126.9,1,0
7502,2,0,1,1,0,0,0,98,2018,5,7,1,0,0,0,121.0,0,0
7503,2,0,0,2,0,0,0,30,2017,9,17,0,0,0,0,58.0,0,0
7504,2,0,2,1,0,0,0,32,2018,1,25,0,0,0,0,65.0,0,0
7505,2,0,0,3,0,0,0,12,2017,10,3,0,0,0,0,158.33,0,0
7506,2,0,0,3,0,0,1,26,2018,5,18,1,0,0,0,69.53,0,1
7507,2,1,0,2,0,0,0,47,2018,3,1,1,0,0,0,130.5,2,0
7508,2,1,0,1,0,0,0,165,2018,8,9,1,0,0,0,110.8,0,1
7509,1,0,0,4,0,0,0,163,2018,9,8,1,0,0,0,90.6,2,1
7510,1,0,0,1,2,0,0,98,2018,5,21,1,0,0,0,90.9,0,1
7511,1,0,1,0,0,0,0,118,2018,6,26,1,0,0,0,89.0,0,1
7512,2,0,0,3,0,0,0,304,2018,11,3,0,0,0,0,75.0,0,1
7513,2,0,0,3,0,0,0,44,2018,2,3,0,0,0,0,101.5,0,0
7514,2,0,1,2,2,0,0,39,2017,8,14,0,0,0,0,149.4,0,0
7515,2,0,1,5,0,0,1,67,2018,9,26,1,0,0,0,126.9,3,0
7516,2,0,2,3,0,0,2,37,2018,5,21,1,0,0,0,161.33,1,0
7517,2,0,2,3,0,0,1,36,2018,10,29,1,0,0,0,151.2,2,0
7518,3,0,0,2,0,0,1,128,2018,10,7,1,0,0,0,84.33,0,0
7519,2,0,1,2,0,0,0,133,2018,3,20,1,0,0,0,0.0,0,0
7520,1,0,2,1,0,0,1,3,2018,5,9,4,1,0,4,82.0,1,0
7521,3,0,2,2,0,0,0,27,2017,12,18,0,0,0,0,135.9,0,0
7522,2,0,1,1,0,0,0,97,2018,9,20,1,0,0,0,60.0,0,1
7523,3,0,0,3,0,0,1,46,2017,11,3,0,0,0,0,110.1,0,0
7524,2,0,0,2,0,0,0,104,2018,5,24,1,0,0,0,100.3,0,1
7525,2,0,2,3,0,0,0,245,2018,10,6,1,0,0,0,79.2,0,1
7526,2,0,0,2,1,0,0,185,2018,12,2,1,0,0,0,66.76,0,1
7527,2,0,1,4,0,0,0,179,2018,7,4,0,0,0,0,149.0,1,0
7528,2,1,0,1,0,0,0,6,2018,4,3,1,0,0,0,64.6,0,1
7529,2,0,2,5,0,0,0,231,2018,12,27,0,0,0,0,139.05,0,0
7530,2,2,0,2,0,0,3,55,2018,2,12,1,0,0,0,104.72,0,1
7531,1,0,2,3,0,0,1,3,2017,10,20,1,0,0,0,137.7,0,0
7532,3,0,0,2,0,0,1,89,2018,7,26,1,0,0,0,90.95,1,0
7533,2,0,3,5,0,0,0,206,2018,8,25,1,0,0,0,110.0,0,1
7534,1,0,0,3,0,0,0,166,2018,10,1,1,0,0,0,90.0,0,1
7535,1,0,2,0,0,0,0,386,2018,10,23,1,0,0,0,75.0,0,1
7536,2,0,0,2,0,0,0,66,2017,10,9,0,0,0,0,132.6,0,0
7537,2,0,2,3,0,0,0,102,2018,5,1,1,0,0,0,94.0,1,0
7538,1,0,0,2,0,0,1,2,2018,11,20,3,0,0,0,225.4,0,0
7539,3,0,1,1,0,0,1,138,2018,8,18,1,0,0,0,97.92,1,0
7540,2,1,0,3,2,0,0,137,2018,6,16,0,0,0,0,100.0,0,0
7541,2,0,2,0,0,0,0,180,2018,5,20,1,0,0,0,90.95,0,1
7542,2,0,0,4,0,0,0,188,2018,7,8,1,0,0,0,85.0,1,0
7543,2,0,2,5,0,0,0,41,2018,10,24,0,0,0,0,60.0,0,0
7544,2,0,1,2,0,0,0,60,2017,10,12,0,0,0,0,65.0,0,0
7545,1,0,0,3,0,0,0,42,2017,11,15,2,0,0,0,90.0,0,0
7546,1,0,0,2,2,0,0,292,2018,9,21,0,0,0,0,126.9,0,0
7547,2,0,0,2,0,0,0,101,2018,5,19,1,0,0,0,85.0,2,0
7548,2,0,1,2,0,0,0,47,2018,11,15,0,0,0,0,97.5,0,1
7549,2,0,2,3,2,0,1,96,2018,4,28,0,0,0,0,97.71,1,0
7550,2,0,0,1,0,0,0,101,2018,6,9,1,0,0,0,140.0,1,0
7551,3,0,2,2,0,0,1,10,2018,3,20,1,0,0,0,79.0,2,0
7552,1,0,0,1,0,0,0,55,2017,7,7,2,0,0,0,113.4,0,1
7553,2,0,1,3,0,0,0,180,2018,10,10,1,0,0,0,58.0,0,1
7554,2,0,2,2,0,0,0,24,2018,12,27,0,0,0,0,99.45,1,0
7555,2,0,0,3,0,0,0,178,2018,8,3,1,0,0,0,90.0,0,1
7556,2,0,1,2,0,0,0,233,2018,10,14,0,0,0,0,108.0,0,1
7557,1,0,0,2,0,0,1,6,2018,2,26,1,0,0,0,225.0,1,1
7558,2,0,0,1,0,1,1,2,2018,8,5,1,0,0,0,119.85,1,0
7559,2,0,1,3,0,0,0,174,2018,9,16,1,0,0,0,72.25,1,1
7560,2,0,0,3,0,0,0,112,2018,7,7,0,0,0,0,127.8,1,0
7561,2,0,0,2,0,0,1,141,2018,7,5,1,0,0,0,55.0,1,0
7562,2,0,2,2,0,0,0,23,2017,12,4,0,0,0,0,168.3,0,0
7563,3,0,1,1,0,0,1,34,2018,8,10,1,0,0,0,129.0,0,0
7564,2,0,0,1,2,0,0,21,2018,3,5,1,0,0,0,80.1,0,1
7565,2,0,2,1,1,0,0,180,2018,10,28,1,0,0,0,60.0,0,1
7566,2,0,1,2,0,0,0,46,2018,1,15,0,0,0,0,92.28,0,0
7567,3,0,0,4,0,0,0,135,2018,6,4,1,0,0,0,129.6,0,0
7568,2,0,2,1,0,0,0,131,2018,11,7,1,0,0,0,72.25,0,0
7569,2,0,0,2,1,0,0,117,2018,4,18,1,0,0,0,114.3,1,1
7570,3,0,2,2,0,0,1,39,2018,3,13,1,0,0,0,90.0,1,0
7571,1,0,1,2,0,0,0,121,2018,6,24,1,0,0,0,168.3,0,1
7572,3,0,0,4,0,0,1,56,2018,9,7,1,0,0,0,72.25,3,0
7573,2,0,1,1,0,0,0,210,2018,8,15,0,0,0,0,177.0,0,0
7574,2,2,1,0,0,0,3,0,2018,5,31,1,0,0,0,115.0,0,0
7575,2,0,2,1,2,0,0,247,2018,6,6,0,0,0,0,130.05,1,0
7576,3,0,1,3,0,0,0,56,2018,4,7,1,0,0,0,72.25,0,1
7577,2,0,2,2,0,0,0,156,2018,7,16,0,0,0,0,84.58,0,0
7578,2,1,0,2,0,0,0,91,2018,4,5,1,0,0,0,98.0,0,1
7579,1,0,0,1,2,0,0,19,2018,12,3,1,0,0,0,75.6,1,1
7580,1,0,2,0,0,0,0,75,2018,10,30,0,0,0,0,118.0,0,1
7581,2,0,0,2,0,0,0,181,2018,9,11,1,0,0,0,132.3,2,1
7582,2,0,0,3,0,0,1,95,2018,10,6,1,0,0,0,115.0,1,0
7583,2,0,0,2,2,0,0,292,2018,7,17,0,0,0,0,72.25,1,1
7584,2,0,1,2,0,0,0,148,2018,8,1,0,0,0,0,116.33,0,0
7585,2,0,2,3,0,0,0,276,2018,9,22,0,0,0,0,75.0,0,1
7586,2,0,0,3,0,0,0,74,2018,12,24,0,0,0,0,146.0,0,0
7587,2,1,0,4,0,0,0,0,2018,12,28,1,0,0,0,168.3,2,0
7588,3,0,0,2,0,0,1,36,2018,8,20,1,0,0,0,94.5,0,0
7589,2,0,2,2,0,0,0,40,2017,9,15,0,0,0,0,0.0,0,0
7590,1,0,0,2,0,0,0,1,2017,12,5,4,1,0,1,90.0,1,0
7591,2,0,1,2,0,0,0,273,2018,5,10,0,0,0,0,115.0,0,1
7592,1,0,2,2,0,0,0,163,2018,9,19,0,0,0,0,110.0,0,1
7593,1,0,1,4,0,0,0,118,2018,6,6,0,0,0,0,104.21,0,0
7594,2,0,2,4,0,0,0,147,2018,4,5,1,0,0,0,86.4,1,1
7595,1,0,1,1,0,0,0,77,2018,11,26,1,0,0,0,108.12,1,0
7596,2,0,2,3,0,0,0,152,2018,6,19,1,0,0,0,159.3,0,0
7597,3,0,0,1,0,0,1,77,2018,5,23,1,0,0,0,72.25,0,1
7598,2,0,0,2,0,0,0,124,2017,9,8,0,0,0,0,81.9,0,0
7599,2,0,2,1,0,0,1,66,2017,11,19,1,0,0,0,207.0,3,0
7600,2,0,1,1,0,1,0,35,2018,8,17,1,0,0,0,96.3,2,0
7601,2,0,0,2,0,0,0,210,2018,10,21,1,0,0,0,95.82,0,1
7602,2,0,0,3,0,0,2,150,2018,8,26,1,0,0,0,98.1,0,0
7603,1,0,0,1,0,0,0,0,2018,9,6,0,0,0,0,80.0,0,0
7604,2,0,0,2,0,0,0,91,2018,4,4,0,0,0,0,149.4,0,0
7605,2,0,0,4,0,0,1,64,2018,9,9,1,0,0,0,215.55,1,1
7606,2,0,1,0,0,0,5,28,2018,10,10,1,0,0,0,72.25,1,0
7607,2,0,0,3,0,0,0,103,2018,7,18,0,0,0,0,120.0,0,1
7608,1,0,1,4,0,0,0,69,2018,6,4,1,0,0,0,67.0,0,1
7609,2,0,1,4,0,0,0,148,2018,3,17,0,0,0,0,177.0,0,0
7610,3,0,0,1,0,1,1,7,2018,5,19,1,0,0,0,80.75,2,0
7611,1,0,2,2,0,0,0,229,2018,10,22,1,0,0,0,149.4,2,0
7612,1,0,1,1,0,0,1,32,2018,9,18,1,0,0,0,58.0,1,0
7613,2,0,1,3,0,0,0,24,2017,12,26,0,0,0,0,112.5,1,0
7614,1,0,1,2,0,0,0,94,2018,8,12,1,0,0,0,103.5,0,0
7615,2,0,0,2,1,0,0,130,2018,7,15,1,0,0,0,158.4,1,1
7616,2,0,0,1,0,0,1,38,2018,10,17,1,0,0,0,99.45,1,1
7617,2,0,2,3,0,0,1,116,2018,4,24,1,0,0,0,98.1,0,1
7618,1,0,0,1,0,0,0,176,2018,9,8,0,0,0,0,92.17,0,1
7619,1,0,2,4,0,0,1,15,2017,10,2,1,0,0,0,124.5,0,0
7620,2,0,1,0,0,0,1,139,2018,5,21,1,0,0,0,130.0,0,1
7621,3,0,0,1,0,0,1,3,2018,2,7,1,0,0,0,146.7,2,0
7622,3,0,1,1,0,0,1,194,2018,8,8,1,0,0,0,85.0,1,1
7623,2,0,0,3,0,0,0,41,2018,10,20,0,0,0,0,123.5,0,0
7624,1,0,0,3,0,0,1,68,2018,4,26,1,0,0,0,80.75,0,0
7625,1,0,2,1,0,0,0,172,2018,7,23,1,0,0,0,168.3,1,0
7626,2,0,1,2,0,0,1,94,2018,9,12,1,0,0,0,150.3,0,1
7627,2,0,0,4,0,0,1,102,2018,8,24,1,0,0,0,73.95,2,0
7628,2,0,2,5,0,0,0,220,2018,11,11,1,0,0,0,95.0,1,0
7629,1,0,2,4,0,0,0,31,2018,5,15,2,0,0,0,76.5,0,0
7630,2,0,0,3,0,0,0,122,2017,7,29,1,0,0,0,104.4,0,1
7631,2,0,0,2,0,0,1,87,2018,10,26,1,0,0,0,109.8,0,1
7632,2,0,1,2,0,0,1,189,2018,10,26,1,0,0,0,112.8,0,1
7633,2,0,2,1,0,0,1,71,2018,8,24,1,0,0,0,80.75,0,1
7634,2,0,1,3,0,0,0,75,2018,4,25,0,0,0,0,49.5,0,0
7635,2,0,1,2,0,0,0,191,2018,6,3,0,0,0,0,119.0,0,1
7636,1,0,0,1,0,0,1,8,2018,9,28,2,1,0,6,124.1,1,0
7637,3,0,2,2,0,0,1,103,2018,11,21,1,0,0,0,69.52,1,1
7638,2,0,2,1,0,0,2,41,2018,2,13,1,0,0,0,70.0,0,0
7639,2,0,2,1,0,0,0,180,2017,10,16,0,0,0,0,90.95,0,1
7640,2,0,2,1,0,0,0,54,2018,6,11,0,0,0,0,130.5,1,0
7641,2,1,0,1,0,0,0,125,2018,7,29,1,0,0,0,130.05,0,1
7642,2,0,0,4,0,0,1,64,2018,4,11,1,0,0,0,162.0,2,0
7643,3,0,1,1,0,0,1,3,2018,3,18,1,0,0,0,96.3,0,0
7644,2,0,1,1,0,0,0,180,2018,8,28,1,0,0,0,114.3,1,1
7645,2,0,0,3,0,0,1,142,2018,5,5,1,0,0,0,99.45,1,0
7646,2,0,0,4,0,0,0,178,2018,8,13,1,0,0,0,126.9,1,1
7647,2,0,2,0,0,0,0,129,2018,9,9,1,0,0,0,115.0,2,0
7648,2,0,0,2,0,0,0,256,2018,6,15,1,0,0,0,105.3,1,1
7649,2,0,1,2,0,0,0,187,2018,10,26,1,0,0,0,106.25,0,1
7650,2,1,2,4,0,0,0,67,2018,11,10,1,0,0,0,142.2,2,0
7651,3,0,0,3,0,0,1,56,2018,8,9,1,0,0,0,81.07,0,1
7652,2,0,2,0,0,0,2,17,2018,2,7,1,0,0,0,130.05,0,0
7653,3,0,0,3,0,0,1,142,2018,8,9,1,0,0,0,68.0,0,1
7654,1,0,0,2,0,1,0,4,2018,6,14,2,1,2,10,90.9,0,0
7655,1,0,0,1,0,0,0,119,2018,4,6,1,0,0,0,79.2,0,0
7656,2,0,0,4,1,0,0,100,2018,11,20,1,0,0,0,88.0,1,0
7657,2,0,0,2,0,0,0,211,2018,5,20,0,0,0,0,65.0,0,1
7658,1,0,0,1,0,0,0,0,2018,6,22,2,1,0,11,108.0,0,0
7659,2,0,0,1,2,0,0,26,2018,5,17,0,0,0,0,168.3,0,1
7660,3,0,1,1,0,0,1,103,2018,9,12,1,0,0,0,78.3,2,0
7661,1,0,1,3,0,0,0,308,2018,11,23,1,0,0,0,121.33,0,1
7662,2,1,0,3,0,1,1,44,2018,6,11,1,0,0,0,127.5,1,0
7663,2,1,0,3,0,0,0,178,2018,7,11,1,0,0,0,75.27,0,1
7664,2,0,2,3,0,0,0,157,2018,8,21,1,0,0,0,186.5,1,1
7665,2,2,2,2,0,0,3,30,2017,10,19,1,0,0,0,93.78,2,0
7666,2,0,0,4,0,0,0,235,2018,10,12,1,0,0,0,94.5,1,1
7667,2,0,0,1,1,0,0,164,2018,8,16,1,0,0,0,120.0,0,1
7668,1,0,1,2,0,0,0,111,2018,10,10,1,0,0,0,112.8,0,0
7669,2,0,2,3,0,0,1,168,2018,7,1,1,0,0,0,99.9,0,1
7670,2,0,2,3,0,0,0,65,2018,7,27,0,0,0,0,112.0,1,0
7671,2,1,2,1,0,1,0,1,2018,4,3,0,0,0,0,77.78,0,0
7672,2,0,1,3,1,0,2,102,2018,4,14,1,0,0,0,37.5,1,0
7673,2,0,0,3,0,0,0,105,2018,10,12,0,0,0,0,90.95,0,0
7674,2,0,0,4,0,0,0,211,2018,8,20,1,0,0,0,3.0,0,1
7675,2,0,2,0,0,0,0,386,2018,11,23,1,0,0,0,80.75,0,1
7676,2,0,2,1,0,0,0,238,2018,10,9,0,0,0,0,92.28,0,0
7677,2,0,0,3,0,0,0,135,2018,6,10,1,0,0,0,80.0,1,0
7678,1,0,1,3,0,0,0,322,2018,5,19,0,0,0,0,94.5,0,0
7679,2,0,2,3,2,0,0,192,2017,8,25,0,0,0,0,74.65,0,0
7680,2,1,2,3,0,0,0,163,2018,10,23,1,0,0,0,95.69,1,0
7681,2,1,2,3,1,0,0,161,2018,6,16,1,0,0,0,159.0,2,0
7682,2,1,0,2,0,0,0,26,2018,9,15,1,0,0,0,80.0,2,0
7683,2,0,0,1,2,0,0,102,2017,10,16,0,0,0,0,80.75,0,1
7684,2,0,2,1,0,0,0,135,2018,6,12,0,0,0,0,127.0,1,0
7685,2,0,0,1,0,0,2,8,2017,12,31,1,0,0,0,130.05,1,0
7686,2,0,2,4,2,0,1,152,2018,7,2,1,0,0,0,130.0,1,1
7687,3,0,2,4,0,0,1,10,2018,2,28,1,0,0,0,52.5,1,0
7688,2,0,0,2,1,0,0,8,2017,11,25,0,0,0,0,128.8,0,0
7689,2,0,0,2,0,0,4,56,2018,11,27,1,0,0,0,128.0,0,0
7690,3,0,2,2,0,0,1,12,2018,3,19,1,0,0,0,65.66,2,0
7691,2,0,2,3,0,0,2,63,2018,2,5,1,0,0,0,177.3,1,0
7692,2,2,0,2,0,0,3,72,2018,7,27,1,0,0,0,52.0,0,0
7693,2,0,2,1,0,0,0,8,2018,12,27,0,0,0,0,98.0,1,0
7694,1,0,0,1,0,0,0,5,2017,10,19,2,1,1,1,65.0,0,0
7695,1,0,0,1,0,0,0,6,2018,7,26,2,1,2,8,124.1,1,0
7696,2,0,2,5,2,0,0,124,2018,5,1,1,0,0,0,90.0,0,1
7697,2,1,0,2,0,0,0,101,2018,10,18,0,0,0,0,58.9,2,0
7698,2,0,0,4,0,0,0,128,2017,8,26,1,0,0,0,80.0,0,0
7699,2,0,0,3,2,0,0,103,2018,5,4,0,0,0,0,160.0,0,0
7700,2,0,1,2,2,0,0,315,2018,9,4,0,0,0,0,100.3,0,1
7701,2,1,2,4,0,0,0,132,2018,8,12,1,0,0,0,159.3,0,1
7702,3,0,0,3,0,0,0,79,2018,5,14,1,0,0,0,85.5,0,1
7703,2,0,1,1,0,0,0,45,2018,4,21,0,0,0,0,128.85,0,0
